,,NormQuant,NormQuant,NormQuant,NormSEM
,,size,mean,std,mean
Target Name,Sample Name,,,,
KCNJ6,522-266-2-DA6W,3.0,3.9588740899461876,0.2787624966662429,0.16094360249022738
KCNJ6,522-266-2-NPC,3.0,0.03312731767614339,0.009331168499450742,0.005387352645011642
KCNJ6,522-266-2-IPSC,3.0,0.7269069339900794,0.048006864072846656,0.027716775895407792
KCNJ6,522-266-2-DA4W,3.0,3.499032302030803,0.1472496013899048,0.08501459700052666
KCNJ6,NCRM1-IPSC,3.0,0.3756694387599599,0.038595046467683435,0.02228286046750315
KCNJ6,NCRM1-DA4W,3.0,1.8332667332667334,0.12314300198519292,0.07109664534496975
KCNJ6,NCRM1-NPC,3.0,0.6955016334850473,0.05580931021520214,0.032221520276034296
KCNJ6,NCRM1-DA6W,3.0,1.9468791852863567,0.13602194019553768,0.07853230378758888
KCNJ6,AiW002-2-NPC,3.0,0.8541967142454535,0.05387975355821047,0.03110749022070353
KCNJ6,AJG001C4-NPC,3.0,0.11460595718274898,0.00984801611984121,0.005685754757774095
KCNJ6,AJG001C4-IPSC,3.0,0.2925892589258926,0.052235008106914546,0.030157895991649402
KCNJ6,AiW002-2-IPSC,3.0,0.6639124272488769,0.03621707993821861,0.020909940851592698
KCNJ6,AJG001C4-DA6W,3.0,4.436465787119857,0.317273966021696,0.1831782096894864
KCNJ6,AiW002-2-DA6W,3.0,3.2012406573760956,0.33623647296185316,0.19412621817589623
KCNJ6,AJG001C4-DA4W,3.0,4.694540873460247,0.683256840420719,0.39447852074255535
KCNJ6,AiW002-2-DA4W,3.0,3.126434865940293,0.20883455250462732,0.12057068510464157
SYP,AiW001-2-NPC,3.0,0.2273571611580835,0.007261719803270874,0.004192555883198081
SYP,AiW001-2-IPSC,3.0,0.09794419970631424,0.006737292232495353,0.003889777484040367
SYP,AiW001-2-DA6W,3.0,3.9739282480407154,0.6631491287997985,0.3828693280254296
SYP,AiW001-2-DA4W,3.0,4.783406368682442,0.21058514829691155,0.12158139205655909
SYP,AJC001-5-NPC,3.0,0.09720555888822235,0.00762650688261431,0.004403165801653909
SYP,AJC001-5-IPSC,3.0,0.11099128508554605,0.008857580186294014,0.005113926304925548
SYP,AJC001-5-DA6W,3.0,6.204605603382714,0.34752505227909425,0.20064368248347383
SYP,AJC001-5-DA4W,3.0,4.8414340814961365,0.18027572102160228,0.10408223606017614
SYP,522-266-2-DA6W,3.0,5.515936594511675,0.19522876799982092,0.11271538175825573
SYP,522-266-2-NPC,3.0,0.14100888810406734,0.011278745848574629,0.006511786951795935
SYP,522-266-2-IPSC,3.0,0.18509140101980648,0.013204519341471566,0.007623632796318231
SYP,522-266-2-DA4W,3.0,5.567725228294943,0.15664431434881482,0.0904386370563126
SYP,NCRM1-IPSC,3.0,0.20111464274829097,0.007321060497926148,0.004226816249231198
SYP,NCRM1-DA4W,3.0,5.0179820179820185,0.0976795513104805,0.05639531524342775
SYP,NCRM1-NPC,3.0,1.4060815904839021,0.04332379377368689,0.025013003997553924
SYP,NCRM1-DA6W,3.0,5.915425722355562,0.5145781698512422,0.29709184488271967
SYP,AJG001C4-NPC,3.0,0.1344632330127211,0.0033768592229352066,0.0019496305813771098
SYP,AiW002-2-NPC,3.0,1.8978133651630447,0.1592556439992693,0.0919462889329453
SYP,AJG001C4-IPSC,3.0,0.14337433743374337,0.010473640166183622,0.006046958969341389
SYP,AiW002-2-IPSC,3.0,0.2377491631736076,0.004858377581652273,0.0028049856045917793
SYP,AJG001C4-DA6W,3.0,7.308894230769231,0.3720423447509473,0.21479874789189898
SYP,AiW002-2-DA6W,3.0,7.428091412324725,0.27679423382717194,0.15980722541025374
SYP,AJG001C4-DA4W,3.0,6.854787234042553,0.10226988645124384,0.05904554647261805
SYP,AiW002-2-DA4W,3.0,6.06316535072186,0.4841791246159715,0.2795409479330285
GRIA1,AiW001-2-DA4W,3.0,3.5335475703573866,0.2858523135785438,0.1650369101930496
GRIA1,AiW001-2-NPC,3.0,1.677908019472201,0.1003831837335307,0.057956258150665685
GRIA1,AiW001-2-IPSC,3.0,0.16391336270190895,0.024294648284073152,0.014026521726676922
GRIA1,AiW001-2-DA6W,3.0,3.2299309957223596,0.14646186543497686,0.08455979743489873
GRIA1,AJC001-5-NPC,3.0,0.49672565486902615,0.018333846011979238,0.010585050930297364
GRIA1,AJC001-5-IPSC,3.0,0.21895129557841964,0.009288481780213598,0.005362707456169254
GRIA1,AJC001-5-DA6W,3.0,2.3548504852006205,0.06781919972379523,0.03915543321675817
GRIA1,AJC001-5-DA4W,3.0,2.540982906591139,0.09244999786179604,0.05337603115208834
GRIA1,522-266-2-DA6W,3.0,1.4948988288003118,0.008824081229953934,0.005094585673465036
GRIA1,522-266-2-NPC,3.0,0.3361704632409206,0.024834870398295166,0.014338419109745192
GRIA1,522-266-2-IPSC,3.0,0.27375212459676024,0.010952399804011708,0.006323370975118564
GRIA1,522-266-2-DA4W,3.0,1.1990731906773886,0.06981311441016269,0.04030662039767353
GRIA1,NCRM1-NPC,3.0,2.5188060201602767,0.265310639234712,0.15317716898103256
GRIA1,NCRM1-IPSC,3.0,0.24426350851221312,0.020105637418682987,0.011607995175905633
GRIA1,NCRM1-DA6W,3.0,5.956612255181469,0.34287980257645245,0.19796174631720054
GRIA1,NCRM1-DA4W,3.0,6.092882117882119,0.4820272673322645,0.27829857255102236
GRIA1,AiW002-2-NPC,3.0,2.9812503108370216,0.2762182352932209,0.1594746725016244
GRIA1,AJG001C4-NPC,3.0,0.3982702451132485,0.023622737492108994,0.013638593850064993
GRIA1,AiW002-2-IPSC,3.0,0.2812339796749194,0.017224381974558355,0.009944501569636202
GRIA1,AJG001C4-IPSC,3.0,0.2245024502450245,0.015038578041301385,0.008682527080374551
GRIA1,AJG001C4-DA6W,3.0,1.9243906529516996,0.016973357355499336,0.009799572438249233
GRIA1,AiW002-2-DA6W,3.0,2.110151420509617,0.055530372607292974,0.03206047557302092
GRIA1,AJG001C4-DA4W,3.0,1.8165453527435609,0.0364730925789182,0.021057749818616567
GRIA1,AiW002-2-DA4W,3.0,2.5968625653632214,0.1702940012462585,0.09831928746090572
