,,NormQuant,NormQuant,NormQuant,NormSEM
KCNJ6,AJG001C4-DA6W,3.0,4.436465787119857,0.317273966021696,0.1831782096894864
KCNJ6,AiW002-2-DA6W,3.0,3.2012406573760956,0.33623647296185316,0.19412621817589623
KCNJ6,AJG001C4-DA4W,3.0,4.694540873460246,0.6832568404207194,0.39447852074255557
KCNJ6,AiW002-2-DA4W,3.0,3.126434865940293,0.20883455250462732,0.12057068510464157
KCNJ6,AJC001-5-DA6W,3.0,5.995011103337085,0.4609159524152801,0.26610994920075465
KCNJ6,522-266-2-NPC,3.0,0.03312731767614339,0.00933116849945074,0.005387352645011643
KCNJ6,AJC001-5-NPC,2.0,0.179626574685063,0.0135207130475832,0.009560587882423519
KCNJ6,AiW001-2-NPC,3.0,1.3079041762746606,0.13394151093537537,0.07733116739420419
KCNJ6,522-266-2-IPSC,3.0,0.7269069339900794,0.048006864072846656,0.027716775895407792
KCNJ6,AJC001-5-IPSC,3.0,0.43545425398583454,0.017526554291458298,0.010118960838140052
KCNJ6,AiW001-2-IPSC,3.0,0.13505873715124816,0.019729441829708767,0.011390798551343418
KCNJ6,AiW001-2-DA6W,3.0,2.7495238392606236,0.2366608195459067,0.13663618787146667
KCNJ6,522-266-2-DA4W,3.0,3.499032302030803,0.1472496013899048,0.08501459700052666
KCNJ6,AiW001-2-DA4W,3.0,3.1063199922095635,0.40264818154211124,0.23246903600205127
KCNJ6,AJC001-5-DA4W,3.0,5.8915756963322465,0.566747863272284,0.3272120314228985
ACTB,AiW002-2-NPC,3.0,1.0988876179108438,0.016077011632288044,0.009282066993666222
ACTB,NCRM1-NPC,3.0,0.9050624075056543,0.03928913613296995,0.022683593322598047
ACTB,AJG001C4-NPC,3.0,1.08474247595408,0.020097464095296086,0.011603276305447998
ACTB,NCRM1-IPSC,3.0,0.7778116427918317,0.031113410363535047,0.017963335848794254
ACTB,AJG001C4-IPSC,3.0,0.7899989998999902,0.013914320670728564,0.008033436784835892
ACTB,AiW002-2-IPSC,3.0,0.9451464069237961,0.0076792830336343985,0.0044336361266521405
ACTB,AiW002-2-DA4W,3.0,1.0571446428199411,0.03316681320175526,0.019148868530195484
ACTB,NCRM1-DA6W,3.0,0.9645551827934175,0.0808864714895899,0.046699826088313724
ACTB,AJG001C4-DA6W,3.0,0.8401442307692308,0.04859495198667241,0.028056308610762245
ACTB,AiW002-2-DA6W,3.0,1.0597281754151677,0.09042517503064226,0.05220699914546031
ACTB,NCRM1-DA4W,3.0,0.9288211788211789,0.0832216364152014,0.04804803418671772
ACTB,AJG001C4-DA4W,3.0,0.8611702127659574,0.041827697058458374,0.024149232156283063
ACTB,522-266-2-NPC,3.0,0.8902466301724644,0.05844088139418827,0.03374085860461361
ACTB,AJC001-5-NPC,3.0,0.9493351329734052,0.05282821627873781,0.03050038488933705
ACTB,AiW001-2-NPC,3.0,1.2426018447348195,0.008775943897562427,0.005066793571650718
ACTB,522-266-2-IPSC,3.0,0.8761316729681918,0.0027162609803255827,0.0015682340081802522
ACTB,AJC001-5-IPSC,3.0,0.7848669445335043,0.034170825054296874,0.01972853504352992
ACTB,AiW001-2-IPSC,3.0,0.845704845814978,0.006059270794484072,0.003498321624288214
ACTB,AiW001-2-DA4W,3.0,0.9204791118901549,0.04345571602758872,0.025089169346356296
ACTB,522-266-2-DA6W,3.0,0.7869682729065719,0.03891345607556674,0.02246669434032712
ACTB,AJC001-5-DA6W,3.0,0.8488425151340007,0.029420704978769436,0.0169860519392411
ACTB,AiW001-2-DA6W,3.0,1.0242295563118617,0.032675237988577265,0.01886505744854015
ACTB,522-266-2-DA4W,3.0,0.7758211803189313,0.022244175359508206,0.012842680631713272
ACTB,AJC001-5-DA4W,3.0,0.8462447161298586,0.036951295402200574,0.021333840347365907
GAPDH,AiW002-2-NPC,3.0,0.9011123820891562,0.031432679037736916,0.018147665703788528
GAPDH,NCRM1-NPC,3.0,1.0949375924943456,0.1210308207922865,0.06987717696466794
GAPDH,AJG001C4-NPC,3.0,0.91525752404592,0.04322480653940938,0.024955853691197533
GAPDH,NCRM1-IPSC,3.0,1.2221883572081682,0.1189236257314459,0.06866058732905657
GAPDH,AJG001C4-IPSC,3.0,1.2100010001000105,0.03463366983474801,0.0199957586021164
GAPDH,AiW002-2-IPSC,3.0,1.0548535930762042,0.09175674650305649,0.052975782293503915
GAPDH,NCRM1-DA4W,3.0,1.0711788211788213,0.13370216046611091,0.07719297833634367
GAPDH,NCRM1-DA6W,3.0,1.0354448172065822,0.15914293839031393,0.09188121831927575
GAPDH,AJG001C4-DA6W,3.0,1.1598557692307694,0.10197884410296278,0.058877513094492455
GAPDH,AiW002-2-DA6W,3.0,0.940271824584832,0.08751846781925283,0.05052881095450923
GAPDH,AJG001C4-DA4W,3.0,1.1388297872340425,0.06329023223481194,0.036540632617842635
GAPDH,AiW002-2-DA4W,3.0,0.9428553571800586,0.04409149148840388,0.025456234479802064
GAPDH,522-266-2-DA6W,3.0,1.213031727093428,0.16011510705520854,0.09244250015965035
GAPDH,522-266-2-NPC,3.0,1.1097533698275355,0.1385666939870046,0.08000151807411361
GAPDH,AJC001-5-NPC,2.0,1.075997300539892,0.08594931705934261,0.06077534493101377
GAPDH,AiW001-2-NPC,2.0,0.636097232897771,0.03240679617851488,0.022915065334358165
GAPDH,522-266-2-IPSC,3.0,1.1238683270318084,0.07646190653176331,0.04414530231886555
GAPDH,AJC001-5-IPSC,3.0,1.2151330554664954,0.0847393535087982,0.04892428855925949
GAPDH,AiW001-2-IPSC,3.0,1.1542951541850222,0.09988513216775835,0.0576687079450966
GAPDH,AJC001-5-DA6W,3.0,1.1511574848659996,0.048719756260751,0.028128364391997566
GAPDH,AiW001-2-DA6W,3.0,0.9757704436881381,0.015479534400342878,0.008937113352968044
GAPDH,522-266-2-DA4W,3.0,1.2241788196810686,0.08174458934452844,0.04719526066285896
GAPDH,AJC001-5-DA4W,3.0,1.1537552838701413,0.006475650987908309,0.0037387188410469897
GAPDH,AiW001-2-DA4W,3.0,1.079520888109845,0.03733855062070291,0.021557422252013278
